,0
157,8.257464912452438
158,8.053528725905117
159,7.8673756536670165
160,7.420149238985811
161,8.697948852158596
162,4.77219531759762
163,4.824269752707658
164,4.776210796226487
165,4.6007974144279
166,4.32374472549428
167,3.722889656852657
168,3.4698298590361025
169,3.483464940439436
170,3.503343406416769
171,5.439300867038357
172,4.962470337817882
173,4.7011756800852655
174,4.735853482397312
175,4.882570305703271
176,4.9036596938565005
177,5.1911804820928396
178,5.236029345748842
179,5.067843966595144
180,4.850322434664554
181,4.851412600422091
182,4.8235403668870465
183,4.899459142686218
184,4.226429075372566
185,4.015653488682349
186,4.027632950990616
187,3.802650707659411
188,3.8766752492242693
189,7.231991309661214
190,6.8111727905542345
191,6.591171395595981
192,6.206047995838626
193,5.983246530248267
194,5.347418862992812
195,5.156358582348853
196,5.118529542456923
197,5.537830446672744
198,5.201036501134822
199,5.122921344571914
200,5.147566859253082
201,4.893711377259394
202,4.303318900466868
203,4.028877755891111
204,4.041799151665338
205,3.9667673158642405
206,4.1402081528630434
207,4.319551596565207
208,4.3177734978911575
209,4.450420180501638
210,4.707987009255291
211,4.715135667784249
212,4.5502170291771975
213,4.406162654404473
214,4.744112036655388
215,5.048791322077245
216,5.798446973372904
217,5.814839152901818
218,5.104222926214129
219,4.906049908499688
220,4.700386334736011
221,4.434481547433233
222,4.357739746026135
223,4.236263078992542
224,4.393770412538545
225,9.285328909371367
226,9.436437891916526
227,9.19824308870599
228,8.773256499800794
229,8.238949261568193
230,7.603629957457928
231,7.147873543807731
232,6.574193024733341
233,7.096936996961384
234,5.192011472884688
235,5.306344623095819
236,4.807988711314729
237,4.7540112223138635
238,4.360864817489312
239,4.096695797724237
240,4.432190900360506
241,4.084020508648015
242,4.891544429457391
243,7.728054160908443
244,7.80037238822978
245,7.43101205262401
246,7.018391212894465
247,6.670627205686019
248,6.769182053870054
249,7.049393729958224
250,6.884755682634348
251,7.046207271404563
252,5.822366515599959
253,6.426676688346779
254,7.361901244343589
255,6.640224849817002
256,6.603087787316533
257,5.85892544517371
258,5.3624638429864655
259,5.207373936550519
260,5.373602208393768
261,4.891153072737962
262,5.640008161862623
263,5.548854356979615
264,5.970097097072112
265,5.031920182316662
266,5.156968414985727
267,4.990948509424788
268,5.264540039708802
269,6.0674118813280264
270,2.4028959400978493
271,2.4944876697306846
272,2.241659139938904
273,2.302994284705109
274,2.2357721303773963
275,2.0325864687180784
276,2.244687613312185
277,2.15683732008626
278,2.42862672798966
279,2.5949395442011087
280,2.6036703319079613
281,2.420873476718429
282,2.41494269037733
283,2.52517349465327
284,2.0807545038187834
285,2.2193418639854556
286,2.1859833488284637
287,2.454296328852873
288,2.325542871206528
289,2.6087866407294142
290,2.648166225073212
291,2.495617989055341
292,2.4027588978350773
293,2.1095994197744963
294,2.750387729258263
295,1.8840615024732572
296,2.6337264292516576
297,0.8229952540463449
298,0.839525239449938
299,0.8466381820189064
300,0.8579407599314952
301,0.8725964194516547
302,0.8663535767778006
303,0.8791732567762823
304,0.8946327620494715
305,0.9361497136828603
306,4.5651794782358905
307,3.40515401628576
308,3.8346260324433152
309,4.006308445068601
310,3.3728134302454005
311,3.163092495224592
312,2.7935280575406805
313,3.1010260525884314
314,3.2226682926160883
315,4.263796417313754
316,2.7048535226371255
317,2.7651527392056714
318,2.5990485862671338
319,2.6773220017076342
320,2.4890165448514914
321,2.6523613490985705
322,2.6026811338860485
323,3.240697406089005
324,1.7372537163380455
325,2.0012093833923204
326,1.9906197586278749
327,1.865850676430351
328,1.808060636607821
329,1.880991442108743
330,1.8833736944539363
331,1.9531794337308463
332,2.1300100134197444
333,1.682431317710093
334,1.6831392731079946
335,1.4822563469635794
336,1.5017346867015169
337,1.3241157049723127
338,1.3331379520651052
339,1.6078195685689116
340,1.5523393158063412
341,1.7565131092953965
342,2.2894841125876972
343,2.330943164752417
344,2.171766043834359
345,2.4283373886406157
346,2.2434349983216766
347,2.0915849892588616
348,2.102791124547859
349,2.0468436539922994
350,2.288731112324777
351,1.7469951789090807
352,1.89510596805504
353,1.8630526529598952
354,1.7718543348628923
355,1.8951919318808303
356,1.8281163618110223
357,1.9202740957363567
358,1.7185597912639783
359,1.9981149402772211
360,1.727565793557197
361,1.8320193361856887
362,1.6786621835197868
363,1.6196205889664332
364,1.640135675957
365,1.3852138337296085
366,1.5576574997570314
367,1.5085350373701438
368,1.7681748210402786
369,1.5962235807338947
370,1.693903220912192
371,1.622546484482617
372,1.5133524138420418
373,1.5419413565773867
374,1.3866487554186682
375,1.502599994859977
376,1.500054198734251
377,1.6669607373612616
378,1.6877122027724956
379,1.8980355556353259
380,1.7539126369626445
381,1.741877847484025
382,1.7472133435446207
383,1.8991033595938085
384,1.6593280768550496
385,1.6535289327565448
386,1.852697439351058
387,1.094546986634156
388,2.0251096493695586
389,2.859117372258128
390,2.3589251821228996
391,2.8405934256749763
392,2.381671631400055
393,2.2875147875147874
394,2.506451682469395
395,3.24462715840785
396,3.8901679441702344
397,4.273388908613778
398,4.350493771161957
399,3.998014025941786
400,3.674658532871937
401,3.426577665603619
402,4.017137237550219
403,3.90558405635583
404,3.95221528515924
405,1.5649538707880974
406,1.4424577170317667
407,1.3351602274288359
408,0.9792912582483795
409,1.0185218424657103
410,0.951225671943343
411,0.9849943958218335
412,0.8877373602695339
413,0.8401808407119047
414,1.3092448540492514
415,1.3088379530038161
416,1.214316464528005
417,1.1927598716073768
418,1.1550611033705236
419,1.1816933346108396
420,1.2306046013911183
421,1.2632708838837126
422,1.39965376985693
423,2.7613359044403185
424,2.744998562394586
425,2.8521470001086393
426,2.61037662616176
427,2.511518547024897
428,2.5223529661069652
429,2.3440897753133245
430,2.204048259857173
431,3.2685355012286363
432,1.9251605797032045
433,2.307966723269453
434,2.2445894487073996
435,1.975060047073693
436,1.8007246097315754
437,1.4424157270148994
438,1.5129011846591909
439,1.5099717429797048
440,1.7568957757345849
441,2.382958419127288
442,1.5983460469095316
443,1.422825841405796
444,1.7413371799868123
445,1.5978124149366373
446,1.5700856816712738
447,1.6877573967252817
448,2.10858440109277
449,2.045661536561646
450,2.348229437719199
451,2.628195846660787
452,2.6293289539401843
453,2.8699215777243303
454,2.4606543614241287
455,2.407316820088644
456,2.440178914439383
457,2.221744147386126
458,2.48167954050307
459,2.5378504990155477
460,2.6308170638067545
461,2.643096296465587
462,2.601858613342403
463,2.7463926914648376
464,2.352428664778915
465,2.5364836692147326
466,2.4171421719718715
467,2.6412944393801276
468,1.809129418683362
469,1.8593017322696352
470,2.067425099767705
471,1.9183835549732755
472,1.503239277349623
473,1.4694924852265
474,1.6085541488422932
475,1.6656929728001182
476,1.8815361631074785
477,1.4634304025467262
478,1.5046350094276515
479,1.5997351346152422
480,1.7626538676743002
481,1.8509137692253794
482,1.8038190960415506
483,1.7182528948825948
484,1.8469287008343591
485,2.0385423875191355
486,2.567870315063154
487,2.7268509029334904
488,2.574330267892843
489,2.638735923073666
490,2.5247489436361894
491,2.4066035657743714
492,2.451482863567654
493,2.4780062974092063
494,2.673871494517124
495,3.294382027812967
496,3.490656176261333
497,3.185831912290809
498,3.2115058882708674
499,3.120653247523457
500,2.894861472886573
501,2.9729399110359918
502,2.8609266209709547
503,3.4043174982507884
504,2.414803925931562
505,2.604441788889441
506,2.4595674796575127
507,2.6687620642369536
508,2.1519538276824948
509,2.314980230580636
510,2.6290823736763724
511,2.4030393623655426
512,2.9245314681255006
513,1.8128435895414605
514,1.957380626532899
515,1.8955463559219101
516,1.8133251605342497
517,1.5497145945505415
518,1.5359600687880124
519,1.6753666185724232
520,1.6060788119181453
521,1.8179968053697755
522,2.230969318655129
523,2.4526599056901377
524,2.845808212189412
525,2.2001101599378163
526,2.315593227044349
527,2.048298935396047
528,2.110893860228484
529,2.1906698727260365
530,2.511665099977457
531,2.0893613381254132
532,2.614749344903131
533,2.5876667386990944
534,2.639467838154906
535,2.3408543878560564
536,2.6983615192648154
537,2.6279920823101497
538,3.1556320317670417
539,3.8971757920136
540,0.1316479054018007
541,0.14099586860802776
542,0.14537165525875886
543,0.14471233557925017
544,0.16037113263685376
545,0.19874816541716944
546,0.1387583541172376
547,0.14963384650634048
548,0.17507233445088147
549,0.25928679429284207
550,0.26000305436774584
551,0.2640921302629532
552,0.23417247938211866
553,0.24211476188560735
554,0.23237833223720208
555,0.22725751156176666
556,0.22745458533986568
557,0.26264265441102436
558,0.004496317752409079
559,0.008323384906611622
560,0.013480221261562777
561,0.012878637396507051
562,0.009021366285924004
563,0.0060916063375549435
564,0.005691438653405614
565,0.006010542816995217
566,0.006327173262339204
567,0.363774051857933
568,0.3970818975301521
569,0.43039007179554556
570,0.459144661821836
571,0.42337532293144153
572,0.4164499348221099
573,0.3705817506760492
574,0.38240763499405384
575,0.41739011975867957
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.02722017430138731
583,0.02890896695748224
584,0.026033459846813642
585,0.021834396863227495
586,0.02107091680436971
587,0.017995036157983747
588,0.02453434867791708
589,0.04221180859847215
590,0.044454082744346785
591,0.04564619224014732
592,0.04587491440006915
593,0.04962804452529918
594,0.3984249501877748
595,0.3995589307628008
596,0.406704857161401
597,0.39214455187728425
598,0.484856798330962
599,0.5015977178956648
600,0.5015376844107028
601,0.5390900767578586
602,0.6361604848726886
603,0.9533031133876454
604,1.0185021645055108
605,0.9617432466501353
606,0.8569777186525703
607,0.7856671813081643
608,0.830166867814396
609,0.844676671450643
610,0.8353407011485934
611,0.8436626029599078
612,0.12837185419189917
613,0.16339869281045752
614,0.1700900829002105
615,0.15413398993766783
616,0.2000193122094547
617,0.1841937432867884
618,0.1581045958306661
619,0.15703393157498552
620,0.1631166939741489
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.08544239960275588
631,0.13099148898231272
632,0.10991586352226594
633,0.04582169239730932
634,0.0507887510992265
635,0.047914308227497475
636,0.04327749346061291
637,0.06254450977227857
638,0.08980410361819302
639,0.4163412705123932
640,0.43363139373828435
641,0.49348226412176105
642,0.44610544740639124
643,0.27997682950376523
644,0.25143503563837544
645,0.24029606531255623
646,0.24139282408758514
647,0.3486838235911913
648,0.222328183975136
649,0.18708769032901645
650,0.20458050065937441
651,0.165436092633295
652,0.14475439869407722
653,0.15714495904219059
654,0.16984681628193724
655,0.18078998701610371
656,0.20736049693806757
657,0.0013446523177323784
658,0.0009001487495808683
659,0.0015913033001357156
660,0.0004419117988240727
661,0.0010562182738435995
662,0.001000282079546432
663,0.0011375011375011374
664,0.0010782756216258958
665,0.0011898883289803252
666,0.006982710808039294
667,0.006357608639305476
668,0.005552220041067607
669,0.013298933425539273
670,0.006279262006077981
671,0.005825638635635432
672,0.005144993260058829
673,0.008667397821957998
674,0.011536243030186504
675,0.302536110158904
676,0.3200756056026604
677,0.26383344302899453
678,0.20576029970807208
679,0.2104695947858906
680,0.20052847363273904
681,0.21819709256277647
682,0.1975864622996171
683,0.17232759462327174
684,0.17334645772175716
685,0.19533664663847886
686,0.21896293217344834
687,0.20892290744715203
688,0.16645217557779646
689,0.1523882524169963
690,0.19783194176547025
691,0.18401089633150827
692,0.2357311612390619
693,0.06150119428670527
694,0.1078901626059765
695,0.1254757879658273
696,0.08155350362913091
697,0.09482324075172657
698,0.08603053058840276
699,0.09975210444762286
700,0.117218253876593
701,0.12392951216936023
702,0.012870321039682494
703,0.013984217811327217
704,0.011754639665621505
705,0.013388422227994122
706,0.01979948521338445
707,0.025546228028469852
708,0.02043273455900447
709,0.007156264184737938
710,0.00683147945733942
711,0.6190060653997103
712,0.6102516575176447
713,0.5473892333268329
714,0.5214037822552791
715,0.5342646344565997
716,0.5599221575827591
717,0.5793297538971278
718,0.5813356933061423
719,0.5249996140843766
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0007882922830126954
725,0.0
726,0.0
727,0.0
728,0.0
729,0.01629438522642406
730,0.012587641453620834
731,0.01028442138702563
732,0.0060019806536156925
733,0.029408695487188247
734,0.014241911432066082
735,0.015442822948034899
736,0.011285169171739117
737,0.04102096627164995
738,0.5805815310444954
739,0.570508870292507
740,0.4735243314074692
741,0.5318778912708259
742,0.5216443585468499
743,0.48256036068745206
744,0.5236522060448043
745,0.487051921456728
746,0.4995417623943857
747,0.8502535399875509
748,0.8528083892963315
749,0.863375543391524
750,0.9036567419580526
751,0.8852805559986463
752,0.9100209521216654
753,0.868813624088171
754,0.9705571021867525
755,1.066773887179322
756,0.011417023924373633
757,0.012385530404545927
758,0.013754498200719712
759,0.01354009193303657
760,0.019682847175640922
761,0.03029375278837785
762,0.012484867358805269
763,0.015661833595083764
764,0.017124485315136145
765,0.005704248952438447
766,0.0038711425677288654
767,0.0023692067837902337
768,0.0028378549822717525
769,0.0021448894255878875
770,0.0026027419631410907
771,0.0030704133507420896
772,0.0022857185506118733
773,0.002593271756427948
774,0.009977045617349438
775,0.016861530453253334
776,0.021458600181766964
777,0.023333029712804095
778,0.022329118065510287
779,0.0127683088428586
780,0.010627358703442828
781,0.010259676882628403
782,0.02140719662782228
783,0.7952802211716151
784,0.7923717219413706
785,0.7570746015747645
786,0.7478242886250928
787,0.7036748297379288
788,0.7788127922370791
789,0.8600024093155101
790,0.855621925914742
791,0.8826019172775557
792,0.02841120670394143
793,0.035386771930883326
794,0.039060112716325264
795,0.03294502813196543
796,0.04524864501325316
797,0.0369670295945484
798,0.04730111190309593
799,0.049244742248074
800,0.045724639838708996
801,0.017922777270116617
802,0.01610893938743073
803,0.016894878494391294
804,0.03656740633502234
805,0.07469371883659918
806,0.09850017538700294
807,0.0848959718363455
808,0.03939113170086036
809,0.022052416238285993
810,1.2071752031206358
811,1.1860077268329308
812,1.182093982189796
813,1.231710533501109
814,1.2156327598935146
815,1.2241923165329178
816,1.2088536447168392
817,1.3168181343230032
818,1.4460066790449884
819,0.9847874550041729
820,1.0285583384239463
821,1.0488995995814427
822,1.0144434359951753
823,1.016403025167333
824,1.1158743700990068
825,1.1466994514518831
826,1.156869914028142
827,1.301056507642125
828,0.08401014747922227
829,0.07395922017017756
830,0.0804164923534607
831,0.046275781831516864
832,0.04900242141672356
833,0.04873285070043955
834,0.04606508160100169
835,0.05198307301185051
836,0.06392067347081144
837,1.3321778054758238
838,1.302881486080036
839,1.3101113200471888
840,1.295871502800733
841,1.2665233220713097
842,1.4048445839828523
843,1.3454567475017272
844,1.239550669477155
845,1.3606440182378754
846,1.580372805892672
847,1.5930998930173
848,1.412817168874551
849,1.4104836103030505
850,1.3516498543163387
851,1.183513518835785
852,1.1497063450687657
853,1.141256979142396
854,1.3528264573028421
855,0.11852079649419542
856,0.11821035171499077
857,0.11785481427411891
858,0.10592233227293046
859,0.10803743268794538
860,0.10420696337405974
861,0.10631818192590907
862,0.10212154857754523
863,0.10027552600630012
864,1.0728843008621975
865,1.08798264179131
866,1.079035194692956
867,1.081098943222148
868,1.1058333386500954
869,1.1394605712606667
870,1.2034646184016995
871,1.2889907464457022
872,1.3761551404668426
873,0.43220545373127295
874,0.47908598001025726
875,0.4960170381212913
876,0.3998643310907429
877,0.4640250757921753
878,0.37146185214658206
879,0.4378347143357544
880,0.3786429848956341
881,0.44749209086357217
882,0.7367428153622039
883,0.6636419400554181
884,0.7392184834548737
885,0.7333481974078346
886,0.895718667089696
887,0.952436895810956
888,0.9328171154009302
889,0.7246611704790615
890,0.8603677407609687
891,3.635193857541594
892,3.3349195372138998
893,3.6160825114536546
894,4.070445526393826
895,3.1754637116878386
896,2.9304128693965183
897,2.546256718592408
898,2.5950198307946715
899,2.7350898607607106
900,0.979920551176215
901,1.0335297062635878
902,1.0430870185007282
903,1.028205385069178
904,0.9901114481075357
905,0.9785013574286963
906,0.9771908504235131
907,0.9913987248627674
908,1.1228196341824472
909,3.604809064997985
910,3.772005814380313
911,3.7873917939844466
912,4.241076708375713
913,4.044263003521547
914,4.154643594151153
915,4.366449357925487
916,4.423867454910822
917,4.690427578789941
918,1.8997952895532564
919,1.8707352059735811
920,1.8416896730572876
921,1.8148389397534244
922,1.8259017272503064
923,1.8058611151981379
924,1.7833492573538932
925,1.7760657358464251
926,1.8771080676693779
927,0.518811685925076
928,0.40911760668450464
929,0.3439488418721911
930,0.3541923067574943
931,0.37052137046433475
932,0.39291080084583857
933,0.3255149088482422
934,0.32761607637066803
935,0.3700552703128811
936,0.6800162796914839
937,0.8701120993117156
938,0.8618174768830025
939,0.9362449131579647
940,0.8133794730064848
941,1.1656788010520789
942,1.2291388898280542
943,1.3386011092904266
944,1.317235800081987
945,0.23904509513402583
946,0.22551287880814186
947,0.22087785234348886
948,0.2067109571637553
949,0.18097350422067962
950,0.16785150078988942
951,0.1766211627605805
952,0.16792606543341468
953,0.15886324403947683
954,1.21516737950679
955,1.2148785533549276
956,1.1252467972032123
957,1.0826005204079696
958,1.1343210559343124
959,1.0429926497762083
960,1.1546191510311992
961,1.0774559591567974
962,1.2675811772877235
963,0.9542842969351536
964,0.9338079591069001
965,0.937934587419387
966,0.8592114682349103
967,0.8322980223693214
968,0.793853343167149
969,0.8877203409388057
970,0.8435150225544952
971,0.9023128330154001
972,0.4109523438949782
973,0.4183849655388918
974,0.427540847372838
975,0.46645263042331514
976,0.46155942802629985
977,0.4328666415935169
978,0.4574296059338419
979,0.48253667074232953
980,0.4916655950620459
981,1.2730461546397513
982,1.703449469899887
983,1.7300202929835706
984,1.4737090962149741
985,1.7447663237149094
986,1.7175874351886233
987,1.9224499843649163
988,1.5795144099426683
989,1.643691823219771
990,0.18735151035184974
991,0.1904235388064744
992,0.18708361198350956
993,0.17987880563728784
994,0.1954964861871485
995,0.10672833192511227
996,0.19585917348114817
997,0.20307315196912507
998,0.18254439823067273
999,1.5398194038970738
1000,1.158063013733117
1001,1.0798642456376912
1002,0.9533145938159592
1003,0.791188775365
1004,0.8628922808840037
1005,0.7999382287082077
1006,1.0509313791182051
1007,1.1113643269522941
1008,0.3810305590183869
1009,0.3677723051859075
1010,0.3832866757996307
1011,0.37637244785567703
1012,0.39232738089355773
1013,0.38813459667870587
1014,0.3572411422930876
1015,0.3737754518452011
1016,0.377763549395503
1017,0.4857052360843683
1018,0.48946992953007246
1019,0.510891082830149
1020,0.5130709433157392
1021,0.5063559100944702
1022,0.49706908867392574
1023,0.49938603157429234
1024,0.5528160479609345
1025,0.5607083492604944
1026,0.15867068476714719
1027,0.1529265386124704
1028,0.13112293544120812
1029,0.11692869768976254
1030,0.10557163485116494
1031,0.10930226466735057
1032,0.10969849746725528
1033,0.10403664042777463
1034,0.12393870004439823
1035,0.24510444717508953
1036,0.25526079476903063
1037,0.2483044280474789
1038,0.2533481124369273
1039,0.2309509689001758
1040,0.23067438575289667
1041,0.24392728286451046
1042,0.23682843023380565
1043,0.2555370092295539
1044,0.3372815637116907
1045,0.21919989589229333
1046,0.31589982620526913
1047,0.1472351607545927
1048,0.3933865212129607
1049,0.28401439921887994
1050,0.43572170684115596
1051,0.27420101651094264
1052,0.3341246134685736
1053,2.4201167759711897
1054,2.4527063100726103
1055,2.320171709614959
1056,2.262638840803197
1057,2.324743467523401
1058,2.3998516745464564
1059,2.3864758789061877
1060,2.3864600273240373
1061,2.4494939615828653
1062,0.461751068178621
1063,0.3250645328534631
1064,0.276875084696673
1065,0.29702001925225086
1066,0.33132887605332917
1067,0.4519742486276862
1068,0.4117594487785632
1069,0.44320268023266596
1070,0.38727706579669335
1071,0.24711708054251702
1072,0.2962702435671635
1073,0.22421730218913097
1074,0.39912138382048273
1075,0.3771602112589399
1076,0.4053388512328467
1077,0.39588449252125457
1078,0.3174586366644606
1079,0.35851233971854257
1080,0.5055342331627194
1081,0.503997712946366
1082,0.49864008613638283
1083,0.5098916777916817
1084,0.5264703250486567
1085,0.5091483447534789
1086,0.513582407953195
1087,0.510487336011451
1088,0.5395723574141993
1089,1.1601226077213243
1090,1.192399714925677
1091,1.2169379258184736
1092,1.200235948331347
1093,1.1985994406225928
1094,1.1580493971352888
1095,1.131027269162449
1096,1.1199532012242894
1097,1.149673257053805
1098,0.2082505064273679
1099,0.2114139766279352
1100,0.28006321758936453
1101,0.2521156981858584
1102,0.16689527628959408
1103,0.18179637663640533
1104,0.19261962692619625
1105,0.22515168498257757
1106,0.26590351223010145
1107,1.269351596066611
1108,1.3231361608759047
1109,1.3402930031960834
1110,1.3824856798053884
1111,1.3803926917094576
1112,1.4467104368907995
1113,1.4348912363316948
1114,1.4621459269024797
1115,1.5623350607854702
1116,0.44831088359305277
1117,0.4833622500734467
1118,0.4959159859976663
1119,0.48149262714414687
1120,0.4375769178175852
1121,0.4332329020696717
1122,0.5402512560495684
1123,0.5419352611731
1124,0.6321106741752646
1125,0.5221188590758822
1126,0.6369562558987593
1127,0.6537774052044939
1128,0.635887854435822
1129,0.5599686651994917
1130,0.5730095207973508
1131,0.5815505011364148
1132,0.6287301070193051
1133,0.6944682570501017
1134,0.9492917011193637
1135,0.9619933483913422
1136,0.9652152229088313
1137,0.9653424449305725
1138,0.963843891359411
1139,0.9638034256051127
1140,0.9747582046977373
1141,0.9806061164439172
1142,1.0391051937640767
1143,1.6386333461650262
1144,1.679003890737787
1145,1.7348931542725123
1146,1.6540325605382218
1147,1.6736268661935636
1148,1.5650853673676648
1149,1.555260879962769
1150,1.506204317305406
1151,1.5261433726039637
1152,0.6234407005754408
1153,0.6007149353808406
1154,0.6060394449377001
1155,0.47985110074934323
1156,0.42670786604683664
1157,0.43426087540279273
1158,0.5117190211397412
1159,0.5053179036690474
1160,0.4955397778991444
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.5449498789646825
1171,0.5026075830061812
1172,0.4889561188757012
1173,0.46554468449816905
1174,0.4431004468692235
1175,0.452132143705075
1176,0.4430751441821675
1177,0.4499350869882531
1178,0.5223664991337124
1179,0.9704681227833682
1180,0.9754259229349896
1181,0.9695645659434404
1182,0.868557371620503
1183,0.8629170919188297
1184,0.8563815449335177
1185,0.8549571236432482
1186,0.8730165347830801
1187,0.8750703669162067
1188,0.32971020737225704
1189,0.32779312569638325
1190,0.31208062276574416
1191,0.30935685070086316
1192,0.3016388042051287
1193,0.3006213537798804
1194,0.29374105596143707
1195,0.2974194249754372
1196,0.30296879118482
1197,0.11855351268007135
1198,0.09451561870599116
1199,0.11025458579511742
1200,0.10141875783012469
1201,0.11322659895603387
1202,0.10983097233419825
1203,0.09839384839384839
1204,0.10171733364004285
1205,0.13068940146633906
1206,0.3282871609893903
1207,0.3972038259110698
1208,0.3440494316973419
1209,0.3533969908946636
1210,0.3427788917016542
1211,0.3443424782739105
1212,0.34816904389855247
1213,0.37392655642919587
1214,0.36749101225090963
1215,0.2396714638921188
1216,0.11590481539929208
1217,0.14311695607867742
1218,0.11514363103234936
1219,0.11321021460348853
1220,0.09997877508033227
1221,0.11134878990470296
1222,0.10768013644903937
1223,0.09543059636880949
1224,0.10975705363287136
1225,0.4228172984199985
1226,0.11059483692828406
1227,0.09623115736959728
1228,0.0925325193307878
1229,0.09900673884577305
1230,0.09936558893220211
1231,0.10192760434049233
1232,0.1173393949917652
1233,0.5114633855194669
1234,0.5143384475957328
1235,0.4946523472697894
1236,0.4946975120140393
1237,0.4528871200082463
1238,0.45923258463354216
1239,0.4733003076903623
1240,0.48173028836747983
1241,0.5203473832145004
1242,0.38970134868992107
1243,0.3650166240956635
1244,0.33268363890840397
1245,0.35024112548432623
1246,0.35664787001252246
1247,0.35173371368828393
1248,0.3359317326958906
1249,0.39073202448669136
1250,0.38597858933967727
1251,0.26759116368841646
1252,0.29249712289564006
1253,0.3407908278031252
1254,0.38805148654563987
1255,0.4225369653128285
1256,0.4507571069026694
1257,0.4449345655110011
1258,0.4612528377390434
1259,0.4623269168429015
1260,0.4891956103631632
1261,0.3409195614115913
1262,0.3284544861972928
1263,0.32272373952572225
1264,0.2837852218845704
1265,0.3135144750300173
1266,0.44145491465891007
1267,0.5104535409047349
1268,0.41493365022776785
1269,0.002715730871070677
1270,0.0012587641453620836
1271,0.0
1272,0.0
1273,0.0037946703854436444
1274,0.0025132784880116613
1275,0.002316423442205235
1276,0.002115969219701084
1277,0.00227894257064722
1278,0.5110526428634876
1279,0.5264488699594072
1280,0.5251950681994163
1281,0.5383995547877706
1282,0.5148679230366336
1283,0.49732708705323875
1284,0.49949159352805667
1285,0.5099286026160592
1286,0.5184989893663766
1287,0.4909674813290527
1288,0.4923750204619448
1289,0.5259258398061177
1290,0.5598749073284371
1291,0.5920157187090503
1292,0.5526700974070171
1293,0.5378395610340431
1294,0.5372325784890607
1295,0.5713333403547074
